visitid,Order ID,Order Date,Visit Date,Ship Date,Ship Mode,Store ID,Execution Score,On_Shelf,Inventory_Level,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4828,CA-2014-152562,11/1/2014,11/1/2014,11/8/2014,Standard Class,JO-15145,94,1,20,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,0,19.4656
4829,CA-2014-152562,11/1/2014,11/1/2014,11/8/2014,Standard Class,JO-15145,79,1,20,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",5.64,3,0,1.6356
4830,CA-2016-152408,5/15/2016,5/15/2016,5/21/2016,Standard Class,TT-21220,89,1,14,TT-21220,Thomas Thornton,Consumer,United States,New York City,New York,10035,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,13.776,3,0.2,4.4772
4831,CA-2014-120278,11/7/2014,11/7/2014,11/12/2014,Standard Class,MS-17365,75,0,13,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,6,0,68.8464
4832,CA-2014-120278,11/7/2014,11/7/2014,11/12/2014,Standard Class,MS-17365,68,0,23,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3,0,9.8901
4833,CA-2014-120278,11/7/2014,11/7/2014,11/12/2014,Standard Class,MS-17365,51,0,20,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0,5.8708
4834,CA-2014-120278,11/7/2014,11/7/2014,11/12/2014,Standard Class,MS-17365,59,1,11,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",12.39,3,0,5.8233
4835,CA-2017-167661,10/5/2017,10/5/2017,10/10/2017,Standard Class,MP-18175,61,1,10,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",39.92,5,0.2,13.473
4836,CA-2017-167661,10/5/2017,10/5/2017,10/10/2017,Standard Class,MP-18175,85,1,18,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,61.96,2,0,27.882
4837,CA-2017-167661,10/5/2017,10/5/2017,10/10/2017,Standard Class,MP-18175,72,0,22,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4,0.2,7.2268
4838,CA-2017-106831,6/1/2017,6/1/2017,6/3/2017,First Class,FH-14350,87,1,9,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.798,2,0.7,-2.6586
4839,CA-2017-106831,6/1/2017,6/1/2017,6/3/2017,First Class,FH-14350,94,1,26,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,27.744,6,0.2,10.0572
4840,CA-2017-106831,6/1/2017,6/1/2017,6/3/2017,First Class,FH-14350,67,0,17,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,158.376,4,0.4,-34.3148
4841,CA-2017-154123,11/20/2017,11/20/2017,11/25/2017,Standard Class,SC-20050,86,1,17,SC-20050,Sample Company A,Home Office,United States,Henderson,Kentucky,42420,South,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,27.58,2,0,11.5836
4842,CA-2016-136049,12/23/2016,12/23/2016,12/28/2016,Standard Class,NM-18520,81,0,16,NM-18520,Neoma Murray,Consumer,United States,Bowling Green,Ohio,43402,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",5.553,3,0.7,-4.0722
4843,CA-2017-118402,9/29/2017,9/29/2017,10/4/2017,Standard Class,JO-15280,65,1,14,JO-15280,Jas O'Carroll,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,243.92,5,0.2,-54.882
4844,US-2016-139388,11/7/2016,11/7/2016,11/9/2016,First Class,CC-12475,61,1,19,CC-12475,Cindy Chapman,Consumer,United States,Lakewood,New Jersey,8701,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,14.96,4,0,0.2992
4845,US-2014-128685,4/4/2014,4/4/2014,4/5/2014,First Class,MZ-17515,91,1,12,MZ-17515,Mary Zewe,Corporate,United States,Los Angeles,California,90008,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245
4846,CA-2015-124044,7/23/2015,7/23/2015,7/26/2015,Second Class,MS-17830,89,0,12,MS-17830,Melanie Seite,Consumer,United States,Rochester,New York,14609,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,10.512,3,0.2,3.6792
4847,CA-2014-164469,6/25/2014,6/25/2014,6/27/2014,Second Class,GK-14620,66,1,10,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,TEC-PH-10002115,Technology,Phones,Plantronics 81402,263.96,5,0.2,19.797
4848,CA-2014-164469,6/25/2014,6/25/2014,6/27/2014,Second Class,GK-14620,58,1,16,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",71.632,11,0.2,17.908
4849,CA-2014-164469,6/25/2014,6/25/2014,6/27/2014,Second Class,GK-14620,62,1,7,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1,0.2,0.8162
4850,CA-2014-107818,9/8/2014,9/8/2014,9/14/2014,Standard Class,MC-17275,87,1,9,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,5.88,2,0,2.646
4851,CA-2014-107818,9/8/2014,9/8/2014,9/14/2014,Standard Class,MC-17275,98,1,20,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,5,0.2,121.99
4852,CA-2014-107818,9/8/2014,9/8/2014,9/14/2014,Standard Class,MC-17275,91,0,27,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",303.84,8,0,91.152
4853,CA-2014-107818,9/8/2014,9/8/2014,9/14/2014,Standard Class,MC-17275,67,0,26,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,485.88,6,0,19.4352
4854,CA-2014-113320,12/12/2014,12/12/2014,12/15/2014,Second Class,LH-17155,70,0,9,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54,3,0,4.5144
4855,CA-2014-113320,12/12/2014,12/12/2014,12/15/2014,Second Class,LH-17155,62,1,11,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,8.94,3,0,0.6258
4856,CA-2014-113320,12/12/2014,12/12/2014,12/15/2014,Second Class,LH-17155,78,1,18,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0,4.4352
4857,CA-2015-137526,1/13/2015,1/13/2015,1/17/2015,Standard Class,PB-19150,72,1,11,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,70.008,3,0.2,24.5028
4858,CA-2015-137526,1/13/2015,1/13/2015,1/17/2015,Standard Class,PB-19150,60,1,21,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.024
4859,CA-2015-137526,1/13/2015,1/13/2015,1/17/2015,Standard Class,PB-19150,65,1,21,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85,9,0,92.97
4860,CA-2017-136063,12/15/2017,12/15/2017,12/19/2017,Standard Class,SS-20140,99,0,22,SS-20140,Saphhira Shifley,Corporate,United States,Oak Park,Illinois,60302,Central,OFF-AR-10000823,Office Supplies,Art,Newell 307,10.192,7,0.2,1.0192
4861,CA-2016-101546,12/18/2016,12/18/2016,12/24/2016,Standard Class,GK-14620,82,1,21,GK-14620,Grace Kelly,Corporate,United States,Morristown,New Jersey,7960,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0,843.1706
4862,CA-2014-138940,4/11/2014,4/11/2014,4/16/2014,Second Class,GM-14455,93,1,24,GM-14455,Gary Mitchum,Home Office,United States,Austin,Texas,78745,Central,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758.352,6,0.2,265.4232
4863,CA-2016-125164,11/10/2016,11/10/2016,11/14/2016,Standard Class,SH-19975,72,1,15,SH-19975,Sally Hughsby,Corporate,United States,New York City,New York,10011,East,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,20.368,1,0.2,7.3834
4864,CA-2016-125164,11/10/2016,11/10/2016,11/14/2016,Standard Class,SH-19975,95,1,21,SH-19975,Sally Hughsby,Corporate,United States,New York City,New York,10011,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.848,3,0.2,16.8237
4865,CA-2017-163531,6/26/2017,6/26/2017,6/30/2017,Standard Class,SC-20725,97,1,20,SC-20725,Steven Cartwright,Consumer,United States,New York City,New York,10024,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,3,0,67.1916
4866,CA-2017-122490,11/13/2017,11/13/2017,11/18/2017,Standard Class,TT-21070,73,0,24,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2404.704,6,0.2,150.294
4867,CA-2017-122490,11/13/2017,11/13/2017,11/18/2017,Standard Class,TT-21070,69,1,16,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,563.024,11,0.2,190.0206
4868,CA-2017-122490,11/13/2017,11/13/2017,11/18/2017,Standard Class,TT-21070,67,1,11,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,3,0,10.3473
4869,CA-2017-122490,11/13/2017,11/13/2017,11/18/2017,Standard Class,TT-21070,72,1,12,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,8.64,3,0,4.2336
4870,CA-2017-131366,11/24/2017,11/24/2017,11/29/2017,Standard Class,SC-20440,88,1,14,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,89.988,2,0.4,-14.998
4871,CA-2017-131366,11/24/2017,11/24/2017,11/29/2017,Standard Class,SC-20440,74,1,19,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,229.544,7,0.2,83.2097
4872,CA-2017-164042,5/23/2017,5/23/2017,5/27/2017,Standard Class,KL-16645,100,1,13,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,1.824,2,0.2,0.6156
4873,CA-2017-164042,5/23/2017,5/23/2017,5/27/2017,Standard Class,KL-16645,82,1,21,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,18.32,5,0.8,-46.716
4874,CA-2017-164042,5/23/2017,5/23/2017,5/27/2017,Standard Class,KL-16645,84,0,9,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,48.816,3,0.2,-11.5938
4875,CA-2017-164042,5/23/2017,5/23/2017,5/27/2017,Standard Class,KL-16645,66,0,20,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,1.188,1,0.8,-1.9602
4876,CA-2014-132864,12/2/2014,12/2/2014,12/7/2014,Standard Class,KN-16390,59,1,18,KN-16390,Katherine Nockton,Corporate,United States,Columbus,Ohio,43229,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95
4877,US-2014-155817,10/3/2014,10/3/2014,10/9/2014,Standard Class,SL-20155,90,1,17,SL-20155,Sara Luxemburg,Home Office,United States,Durham,North Carolina,27707,South,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.568,2,0.2,4.6176
4878,US-2014-155817,10/3/2014,10/3/2014,10/9/2014,Standard Class,SL-20155,60,1,18,SL-20155,Sara Luxemburg,Home Office,United States,Durham,North Carolina,27707,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,6.192,3,0.2,0.4644
4879,US-2016-131891,7/29/2016,7/29/2016,7/31/2016,First Class,PW-19240,72,1,17,PW-19240,Pierre Wener,Consumer,United States,Pensacola,Florida,32503,South,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",2.214,3,0.7,-1.476
4880,CA-2017-143567,11/2/2017,11/2/2017,11/5/2017,Second Class,TB-21175,76,1,17,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,5.32,2,0,2.6068
4881,CA-2017-143567,11/2/2017,11/2/2017,11/5/2017,Second Class,TB-21175,68,1,10,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,4,0,292.776
4882,CA-2017-143567,11/2/2017,11/2/2017,11/5/2017,Second Class,TB-21175,62,0,20,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,2249.91,9,0,517.4793
4883,CA-2017-143567,11/2/2017,11/2/2017,11/5/2017,Second Class,TB-21175,91,1,19,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,59.92,4,0,16.7776
4884,CA-2017-104080,3/8/2017,3/8/2017,3/15/2017,Standard Class,AH-10210,85,1,25,AH-10210,Alan Hwang,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",171.2,5,0.2,64.2
4885,CA-2017-104080,3/8/2017,3/8/2017,3/15/2017,Standard Class,AH-10210,68,0,15,AH-10210,Alan Hwang,Consumer,United States,Anaheim,California,92804,West,OFF-AR-10001972,Office Supplies,Art,Newell 323,3.36,2,0,0.8736
4886,CA-2014-151379,12/16/2014,12/16/2014,12/20/2014,Standard Class,SC-20695,87,1,17,SC-20695,Steve Chapman,Corporate,United States,Detroit,Michigan,48227,Central,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,114.2,5,0,52.532
4887,CA-2016-163167,11/28/2016,11/28/2016,12/1/2016,Second Class,RF-19345,71,1,10,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",182.67,3,0,52.9743
4888,CA-2016-163167,11/28/2016,11/28/2016,12/1/2016,Second Class,RF-19345,95,1,16,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,101.7,6,0,6.102
4889,CA-2016-163167,11/28/2016,11/28/2016,12/1/2016,Second Class,RF-19345,56,1,21,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,0,56.301
4890,CA-2016-163167,11/28/2016,11/28/2016,12/1/2016,Second Class,RF-19345,52,1,13,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1263.3,6,0,315.825
4891,CA-2016-135776,12/23/2016,12/23/2016,12/30/2016,Standard Class,EH-13765,54,0,21,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,8.82,3,0,2.5578
4892,CA-2016-135776,12/23/2016,12/23/2016,12/30/2016,Standard Class,EH-13765,55,0,12,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0,18.2112
4893,CA-2016-135776,12/23/2016,12/23/2016,12/30/2016,Standard Class,EH-13765,88,1,22,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",4.2,2,0,1.176
4894,CA-2016-135776,12/23/2016,12/23/2016,12/30/2016,Standard Class,EH-13765,90,0,18,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,227.28,2,0,2.2728
4895,CA-2016-135776,12/23/2016,12/23/2016,12/30/2016,Standard Class,EH-13765,95,1,13,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,47.9,1,0,22.992
4896,CA-2016-135776,12/23/2016,12/23/2016,12/30/2016,Standard Class,EH-13765,94,1,15,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,61.96,2,0,30.3604
4897,CA-2016-135776,12/23/2016,12/23/2016,12/30/2016,Standard Class,EH-13765,80,1,14,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,0,55.896
4898,US-2014-122021,10/15/2014,10/15/2014,10/17/2014,First Class,AC-10660,71,0,18,AC-10660,Anna Chung,Consumer,United States,Parma,Ohio,44134,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,183.372,2,0.3,-7.8588
4899,US-2014-122021,10/15/2014,10/15/2014,10/17/2014,First Class,AC-10660,53,1,19,AC-10660,Anna Chung,Consumer,United States,Parma,Ohio,44134,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7.968,2,0.2,2.8884
4900,CA-2016-130484,8/22/2016,8/22/2016,8/27/2016,Standard Class,SG-20470,64,1,28,SG-20470,Sheri Gordon,Consumer,United States,Gresham,Oregon,97030,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.352,8,0.7,-18.4464
4901,CA-2017-120936,12/17/2017,12/17/2017,12/21/2017,Standard Class,CA-12310,85,0,10,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,92804,West,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,481.32,4,0,125.1432
4902,CA-2017-120936,12/17/2017,12/17/2017,12/21/2017,Standard Class,CA-12310,95,1,13,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,92804,West,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,13.98,1,0,3.6348
4903,CA-2017-110884,3/7/2017,3/7/2017,3/12/2017,Standard Class,SH-20395,52,0,20,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10035,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,25.92,6,0.2,9.072
4904,CA-2017-110884,3/7/2017,3/7/2017,3/12/2017,Standard Class,SH-20395,82,1,17,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10035,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",91.59,3,0,42.1314
4905,US-2014-161613,12/1/2014,12/1/2014,12/3/2014,Second Class,MC-17605,58,1,20,MC-17605,Matt Connell,Corporate,United States,Houston,Texas,77070,Central,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058,3,0.3,-19.2588
4906,US-2014-146353,10/14/2014,10/14/2014,10/16/2014,Second Class,JE-15610,77,1,19,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,22.92,4,0,11.0016
4907,US-2014-146353,10/14/2014,10/14/2014,10/16/2014,Second Class,JE-15610,73,1,15,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9,5,0,16.194
4908,CA-2014-133809,11/18/2014,11/18/2014,11/23/2014,Second Class,MS-17530,92,1,27,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,8,0.7,-8.6592
4909,CA-2014-133809,11/18/2014,11/18/2014,11/23/2014,Second Class,MS-17530,84,1,20,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,45014,East,TEC-PH-10004875,Technology,Phones,PNY Rapid USB Car Charger - Black,9.588,2,0.4,-2.0774
4910,CA-2017-127306,1/14/2017,1/14/2017,1/18/2017,Standard Class,BH-11710,53,1,10,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3,0.2,6.6468
4911,CA-2017-127306,1/14/2017,1/14/2017,1/18/2017,Standard Class,BH-11710,57,1,25,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36.288,7,0.2,12.7008
4912,CA-2017-127306,1/14/2017,1/14/2017,1/18/2017,Standard Class,BH-11710,96,0,17,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,111.984,2,0.2,6.999
4913,CA-2017-127306,1/14/2017,1/14/2017,1/18/2017,Standard Class,BH-11710,85,1,23,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,5.97,5,0.7,-4.577
4914,CA-2017-127306,1/14/2017,1/14/2017,1/18/2017,Standard Class,BH-11710,85,1,9,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2.508,2,0.7,-1.8392
4915,CA-2015-161830,9/24/2015,9/24/2015,9/26/2015,Second Class,ME-17725,93,1,9,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",35.96,2,0,10.4284
4916,CA-2015-161830,9/24/2015,9/24/2015,9/26/2015,Second Class,ME-17725,98,0,10,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,14.952,3,0.2,5.4201
4917,CA-2017-163125,10/9/2017,10/9/2017,10/11/2017,Second Class,MB-17305,69,1,25,MB-17305,Maria Bertelson,Consumer,United States,League City,Texas,77573,Central,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,67.144,7,0.2,5.8751
4918,CA-2017-163125,10/9/2017,10/9/2017,10/11/2017,Second Class,MB-17305,77,1,11,MB-17305,Maria Bertelson,Consumer,United States,League City,Texas,77573,Central,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,254.058,3,0.3,-32.6646
4919,CA-2016-160304,1/2/2016,1/2/2016,1/7/2016,Standard Class,BM-11575,84,1,19,BM-11575,Brendan Murry,Corporate,United States,Gaithersburg,Maryland,20877,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94,3,0,38.2668
4920,CA-2016-160304,1/2/2016,1/2/2016,1/7/2016,Standard Class,BM-11575,63,0,11,BM-11575,Brendan Murry,Corporate,United States,Gaithersburg,Maryland,20877,East,TEC-PH-10000455,Technology,Phones,GE 30522EE2,231.98,2,0,67.2742
4921,CA-2017-101728,8/19/2017,8/19/2017,8/23/2017,Standard Class,SC-20575,60,1,18,SC-20575,Sonia Cooley,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,2.296,2,0.8,-3.9032
4922,CA-2017-114055,12/25/2017,12/25/2017,12/29/2017,Second Class,MH-18115,77,1,13,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,0,46.1184
4923,CA-2017-114055,12/25/2017,12/25/2017,12/29/2017,Second Class,MH-18115,55,1,14,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,2,0,1.1946
